subject	session	task	run	n_samples	missing_samples	missing_pct	interpolated_samples	interpolated_pct	missing_reason	loss_rate	loss_event_count	loss_gap_len_mean	loss_gap_len_median	loss_gap_len_std	loss_gap_len_cv	loss_gap_len_p90	loss_gap_len_max	contig_run_len_mean	contig_run_len_std	contig_run_len_cv
sub-monkeyb	ses-day161	pressing	run-02	458957	19995	4.36	19995	4.36	occasional packet loss due to varying wireless conditions	0.043566	7270	2.750	2.000	2.335	0.849	4.000	18	60.372	101.097	1.675
sub-monkeyb	ses-day161	pressing	run-03	631315	16053	2.54	16053	2.54	occasional packet loss due to varying wireless conditions	0.025428	6103	2.630	2.000	7.589	2.885	2.000	382	100.797	183.084	1.816
sub-monkeyb	ses-day161	listening	run-01	458951	6993	1.52	6993	1.52	occasional packet loss due to varying wireless conditions	0.015237	3527	1.983	2.000	0.478	0.241	2.000	8	128.106	204.252	1.594
sub-monkeyb	ses-day161	listening	run-02	488067	1238	0.25	1238	0.25	occasional packet loss due to varying wireless conditions	0.002537	721	1.717	2.000	1.012	0.589	2.000	18	674.278	683.558	1.014
sub-monkeyb	ses-day168	rest	run-01	184589	1561	0.85	1561	0.85	occasional packet loss due to varying wireless conditions	0.008457	821	1.901	2.000	0.467	0.246	2.000	6	222.662	236.636	1.063
sub-monkeyb	ses-day170	sep	run-01	67573	420	0.62	420	0.62	occasional packet loss due to varying wireless conditions	0.006216	227	1.850	2.000	0.693	0.374	2.000	8	294.531	264.005	0.896
sub-monkeyb	ses-day170	sep	run-02	72537	572	0.79	572	0.79	occasional packet loss due to varying wireless conditions	0.007886	306	1.869	2.000	0.438	0.234	2.000	4	234.414	250.812	1.070
sub-monkeyb	ses-day170	rest	run-01	186023	1281	0.69	1281	0.69	occasional packet loss due to varying wireless conditions	0.006886	695	1.843	2.000	0.412	0.223	2.000	4	265.434	272.616	1.027
sub-monkeyb	ses-day177	pressing	run-01	713067	3387	0.47	3387	0.47	occasional packet loss due to varying wireless conditions	0.004750	1692	2.002	2.000	3.823	1.910	2.000	90	419.185	447.730	1.068
sub-monkeyb	ses-day178	rest	run-01	181609	984	0.54	984	0.54	occasional packet loss due to varying wireless conditions	0.005418	545	1.806	2.000	0.452	0.250	2.000	4	330.815	318.772	0.964
sub-monkeyb	ses-day182	rest	run-01	205545	633	0.31	633	0.31	occasional packet loss due to varying wireless conditions	0.003080	379	1.670	2.000	0.470	0.281	2.000	2	539.242	466.184	0.865
sub-monkeyb	ses-day183	rest	run-01	181565	942	0.52	942	0.52	occasional packet loss due to varying wireless conditions	0.005188	516	1.826	2.000	0.607	0.333	2.000	6	349.368	329.334	0.943
sub-monkeyb	ses-day184	rest	run-01	181410	693	0.38	693	0.38	occasional packet loss due to varying wireless conditions	0.003820	404	1.715	2.000	0.745	0.434	2.000	8	446.215	425.161	0.953
sub-monkeyb	ses-day184	listening	run-01	452389	2890	0.64	2890	0.64	occasional packet loss due to varying wireless conditions	0.006388	1556	1.857	2.000	0.512	0.276	2.000	8	288.696	420.693	1.457
sub-monkeyb	ses-day184	listening	run-02	452831	1607	0.35	1607	0.35	occasional packet loss due to varying wireless conditions	0.003549	960	1.674	2.000	0.558	0.333	2.000	6	469.536	467.634	0.996
sub-monkeyb	ses-day188	rest	run-01	181321	575	0.32	575	0.32	occasional packet loss due to varying wireless conditions	0.003171	338	1.701	2.000	0.562	0.330	2.000	4	533.174	475.581	0.892
sub-monkeyb	ses-day189	rest	run-01	182311	1002	0.55	1002	0.55	occasional packet loss due to varying wireless conditions	0.005496	557	1.799	2.000	0.564	0.314	2.000	6	324.927	321.458	0.989
sub-monkeyb	ses-day195	rest	run-01	181137	766	0.42	766	0.42	occasional packet loss due to varying wireless conditions	0.004229	420	1.824	2.000	0.656	0.360	2.000	6	428.435	417.651	0.975
sub-monkeyb	ses-day199	rest	run-01	195605	657	0.34	657	0.34	occasional packet loss due to varying wireless conditions	0.003359	380	1.729	2.000	0.526	0.304	2.000	4	511.675	522.395	1.021
sub-monkeyb	ses-day202	rest	run-01	363965	854	0.23	854	0.23	occasional packet loss due to varying wireless conditions	0.002346	552	1.547	1.000	0.726	0.469	2.000	10	656.620	575.605	0.877
sub-monkeyb	ses-day202	listening	run-01	478977	2076	0.43	2076	0.43	occasional packet loss due to varying wireless conditions	0.004334	1191	1.743	2.000	0.620	0.356	2.000	6	400.085	403.235	1.008
sub-monkeyb	ses-day202	listening	run-02	540723	1184	0.22	1184	0.22	occasional packet loss due to varying wireless conditions	0.002190	736	1.609	2.000	0.962	0.598	2.000	20	732.075	662.997	0.906
sub-monkeyb	ses-day202	listening	run-03	528799	3612	0.68	3612	0.68	occasional packet loss due to varying wireless conditions	0.006831	1929	1.872	2.000	0.502	0.268	2.000	8	272.118	276.397	1.016
sub-monkeyb	ses-day202	listening	run-04	517329	2029	0.39	2029	0.39	occasional packet loss due to varying wireless conditions	0.003922	1148	1.767	2.000	0.597	0.338	2.000	8	448.477	441.049	0.983
sub-monkeyb	ses-day203	rest	run-01	278251	1078	0.39	1078	0.39	occasional packet loss due to varying wireless conditions	0.003874	638	1.690	2.000	0.502	0.297	2.000	4	433.761	441.293	1.017
sub-monkeyb	ses-day203	pressing	run-01	167603	807	0.48	807	0.48	occasional packet loss due to varying wireless conditions	0.004815	433	1.864	2.000	0.636	0.341	2.000	6	384.323	411.551	1.071
sub-monkeyb	ses-day203	pressing	run-02	826229	2277	0.28	2277	0.28	occasional packet loss due to varying wireless conditions	0.002756	1382	1.648	2.000	0.625	0.379	2.000	6	595.772	567.234	0.952
sub-monkeyb	ses-day206	rest	run-01	184097	986	0.54	986	0.54	occasional packet loss due to varying wireless conditions	0.005356	548	1.799	2.000	0.456	0.253	2.000	6	333.536	318.619	0.955
sub-monkeyb	ses-day209	rest	run-01	187010	3382	1.81	3382	1.81	occasional packet loss due to varying wireless conditions	0.018085	1298	2.606	2.000	3.027	1.162	2.000	48	141.361	222.245	1.572
sub-monkeyb	ses-day209	sep	run-01	105275	2988	2.84	2988	2.84	occasional packet loss due to varying wireless conditions	0.028383	1370	2.181	2.000	1.200	0.550	2.000	34	74.608	182.609	2.448
sub-monkeyb	ses-day209	sep	run-02	65113	474	0.73	474	0.73	occasional packet loss due to varying wireless conditions	0.007280	249	1.904	2.000	0.490	0.257	2.000	6	258.556	302.300	1.169
sub-monkeyb	ses-day212	rest	run-01	282857	637	0.23	637	0.23	occasional packet loss due to varying wireless conditions	0.002252	425	1.499	1.000	0.500	0.334	2.000	2	662.488	543.162	0.820
sub-monkeyb	ses-day217	rest	run-01	350238	676	0.19	676	0.19	occasional packet loss due to varying wireless conditions	0.001930	448	1.509	2.000	0.500	0.331	2.000	2	778.535	674.109	0.866
sub-monkeyb	ses-day217	listening	run-01	474479	2439	0.51	2439	0.51	occasional packet loss due to varying wireless conditions	0.005140	1363	1.789	2.000	0.555	0.310	2.000	10	346.070	346.475	1.001
sub-monkeyb	ses-day217	listening	run-02	468743	2366	0.50	2366	0.50	occasional packet loss due to varying wireless conditions	0.005048	1349	1.754	2.000	0.454	0.259	2.000	4	345.464	336.895	0.975
sub-monkeyb	ses-day217	listening	run-03	460914	2670	0.58	2670	0.58	occasional packet loss due to varying wireless conditions	0.005793	1498	1.782	2.000	0.463	0.260	2.000	4	305.700	299.037	0.978
sub-monkeyb	ses-day217	listening	run-04	469901	3100	0.66	3100	0.66	occasional packet loss due to varying wireless conditions	0.006597	1642	1.888	2.000	0.550	0.292	2.000	6	284.115	358.286	1.261
sub-monkeyb	ses-day219	rest	run-01	230173	1509	0.66	1509	0.66	occasional packet loss due to varying wireless conditions	0.006556	816	1.849	2.000	0.418	0.226	2.000	4	279.882	292.434	1.045
sub-monkeyb	ses-day225	rest	run-01	290493	1151	0.40	1151	0.40	occasional packet loss due to varying wireless conditions	0.003962	660	1.744	2.000	0.495	0.284	2.000	4	437.734	393.415	0.899
sub-monkeyb	ses-day226	rest	run-01	130595	634	0.49	634	0.49	occasional packet loss due to varying wireless conditions	0.004855	348	1.822	2.000	0.672	0.369	2.000	6	372.381	398.816	1.071
sub-monkeyb	ses-day231	rest	run-01	289157	1171	0.40	1171	0.40	occasional packet loss due to varying wireless conditions	0.004050	689	1.700	2.000	0.504	0.296	2.000	4	417.371	391.581	0.938
sub-monkeyb	ses-day231	listening	run-01	462392	2175	0.47	2175	0.47	occasional packet loss due to varying wireless conditions	0.004704	1259	1.728	2.000	0.480	0.278	2.000	6	365.252	405.169	1.109
sub-monkeyb	ses-day231	listening	run-02	550671	2465	0.45	2465	0.45	occasional packet loss due to varying wireless conditions	0.004476	1391	1.772	2.000	0.983	0.555	2.000	34	393.826	380.529	0.966
sub-monkeyb	ses-day231	listening	run-03	468365	2161	0.46	2161	0.46	occasional packet loss due to varying wireless conditions	0.004614	1210	1.786	2.000	0.458	0.256	2.000	6	384.974	350.964	0.912
sub-monkeyb	ses-day231	listening	run-04	521841	3191	0.61	3191	0.61	occasional packet loss due to varying wireless conditions	0.006115	1753	1.820	2.000	0.422	0.232	2.000	4	295.696	283.609	0.959
sub-monkeyb	ses-day232	rest	run-01	267015	883	0.33	883	0.33	occasional packet loss due to varying wireless conditions	0.003307	503	1.755	2.000	0.555	0.316	2.000	6	528.040	575.300	1.090
sub-monkeyb	ses-day238	rest	run-01	390121	1575	0.40	1575	0.40	occasional packet loss due to varying wireless conditions	0.004037	905	1.740	2.000	0.465	0.267	2.000	4	428.859	408.954	0.954
sub-monkeyb	ses-day238	listening	run-01	528411	2773	0.52	2773	0.52	occasional packet loss due to varying wireless conditions	0.005248	1501	1.847	2.000	0.557	0.302	2.000	6	349.959	437.419	1.250
sub-monkeyb	ses-day238	listening	run-02	499183	1368	0.27	1368	0.27	occasional packet loss due to varying wireless conditions	0.002740	865	1.582	2.000	0.503	0.318	2.000	4	574.844	497.621	0.866
sub-monkeyb	ses-day238	listening	run-03	503404	2661	0.53	2661	0.53	occasional packet loss due to varying wireless conditions	0.005286	1481	1.797	2.000	0.436	0.243	2.000	4	337.883	333.456	0.987
sub-monkeyb	ses-day240	rest	run-01	180269	6159	3.42	6159	3.42	occasional packet loss due to varying wireless conditions	0.034166	3067	2.008	2.000	0.353	0.176	2.000	6	56.750	121.123	2.134
sub-monkeyb	ses-day245	rest	run-01	273020	745	0.27	745	0.27	occasional packet loss due to varying wireless conditions	0.002729	463	1.609	2.000	0.554	0.344	2.000	4	586.800	546.369	0.931
sub-monkeyb	ses-day246	rest	run-01	245355	642	0.26	642	0.26	occasional packet loss due to varying wireless conditions	0.002617	409	1.570	2.000	0.510	0.325	2.000	4	596.861	517.029	0.866
sub-monkeyb	ses-day251	rest	run-01	243085	984	0.40	984	0.40	occasional packet loss due to varying wireless conditions	0.004048	566	1.739	2.000	0.455	0.262	2.000	4	426.986	468.598	1.097
sub-monkeyb	ses-day251	listening	run-01	455443	1930	0.42	1930	0.42	occasional packet loss due to varying wireless conditions	0.004238	1106	1.745	2.000	0.472	0.270	2.000	4	409.678	379.776	0.927
sub-monkeyb	ses-day251	listening	run-02	490909	1421	0.29	1421	0.29	occasional packet loss due to varying wireless conditions	0.002895	842	1.688	2.000	0.602	0.357	2.000	8	580.650	540.181	0.930
sub-monkeyb	ses-day251	listening	run-03	561133	3780	0.67	3780	0.67	occasional packet loss due to varying wireless conditions	0.006736	2095	1.804	2.000	0.434	0.240	2.000	6	265.913	301.309	1.133
sub-monkeyb	ses-day251	listening	run-04	468357	2309	0.49	2309	0.49	occasional packet loss due to varying wireless conditions	0.004930	1316	1.755	2.000	0.469	0.267	2.000	4	353.871	344.131	0.972
sub-monkeyb	ses-day252	rest	run-01	299427	1125	0.38	1125	0.38	occasional packet loss due to varying wireless conditions	0.003757	632	1.780	2.000	0.599	0.336	2.000	6	471.251	572.296	1.214
sub-monkeyb	ses-day261	rest	run-01	250575	652	0.26	652	0.26	occasional packet loss due to varying wireless conditions	0.002602	391	1.668	2.000	0.727	0.436	2.000	4	637.559	539.720	0.847
sub-monkeyb	ses-day265	rest	run-01	246121	878	0.36	878	0.36	occasional packet loss due to varying wireless conditions	0.003567	512	1.715	2.000	0.708	0.413	2.000	6	478.057	488.633	1.022
sub-monkeyb	ses-day265	listening	run-01	559661	2072	0.37	2072	0.37	occasional packet loss due to varying wireless conditions	0.003702	1143	1.813	2.000	0.715	0.394	2.000	6	487.403	595.763	1.222
sub-monkeyb	ses-day265	listening	run-02	480505	2048	0.43	2048	0.43	occasional packet loss due to varying wireless conditions	0.004262	1087	1.884	2.000	2.551	1.354	2.000	80	439.758	459.601	1.045
sub-monkeyb	ses-day265	listening	run-03	528935	3204	0.61	3204	0.61	occasional packet loss due to varying wireless conditions	0.006057	1540	2.081	2.000	6.651	3.197	2.000	242	341.162	354.584	1.039
sub-monkeyb	ses-day265	listening	run-04	464541	3248	0.70	3248	0.70	occasional packet loss due to varying wireless conditions	0.006992	1753	1.853	2.000	0.400	0.216	2.000	4	262.995	266.559	1.014
sub-monkeyb	ses-day268	rest	run-01	256331	486	0.19	486	0.19	occasional packet loss due to varying wireless conditions	0.001896	316	1.538	2.000	0.586	0.381	2.000	4	807.082	695.378	0.862
sub-monkeyb	ses-day275	rest	run-01	181347	1359	0.75	1359	0.75	occasional packet loss due to varying wireless conditions	0.007494	680	1.999	2.000	0.745	0.373	2.000	6	264.300	282.447	1.069
sub-monkeyb	ses-day275	sep	run-01	70707	426	0.60	426	0.60	occasional packet loss due to varying wireless conditions	0.006025	227	1.877	2.000	0.685	0.365	2.000	6	308.250	390.515	1.267
sub-monkeyb	ses-day275	sep	run-02	73215	561	0.77	561	0.77	occasional packet loss due to varying wireless conditions	0.007662	296	1.895	2.000	0.506	0.267	2.000	4	244.626	259.912	1.062
sub-monkeyb	ses-day280	rest	run-01	225087	745	0.33	745	0.33	occasional packet loss due to varying wireless conditions	0.003310	422	1.765	2.000	0.567	0.321	2.000	4	530.359	496.601	0.936
sub-monkeyb	ses-day282	rest	run-01	266997	1411	0.53	1411	0.53	occasional packet loss due to varying wireless conditions	0.005285	779	1.811	2.000	0.568	0.314	2.000	6	340.495	378.260	1.111
sub-monkeyb	ses-day287	rest	run-01	188299	1920	1.02	1920	1.02	occasional packet loss due to varying wireless conditions	0.010197	964	1.992	2.000	0.686	0.345	2.000	8	193.139	241.473	1.250
sub-monkeyb	ses-day290	rest	run-01	183671	621	0.34	621	0.34	occasional packet loss due to varying wireless conditions	0.003381	351	1.769	2.000	0.736	0.416	2.000	8	520.028	519.156	0.998
sub-monkeyb	ses-day294	rest	run-01	213463	521	0.24	521	0.24	occasional packet loss due to varying wireless conditions	0.002441	322	1.618	2.000	0.669	0.413	2.000	6	659.263	567.142	0.860
sub-monkeyb	ses-day296	rest	run-01	301385	1164	0.39	1164	0.39	occasional packet loss due to varying wireless conditions	0.003862	648	1.796	2.000	0.773	0.430	2.000	6	462.590	506.691	1.095
sub-monkeyb	ses-day302	rest	run-01	183871	1351	0.73	1351	0.73	occasional packet loss due to varying wireless conditions	0.007348	698	1.936	2.000	0.667	0.344	2.000	8	261.116	370.916	1.421
sub-monkeyb	ses-day307	rest	run-01	182323	1742	0.96	1742	0.96	occasional packet loss due to varying wireless conditions	0.009554	896	1.944	2.000	0.582	0.299	2.000	6	201.317	295.078	1.466
sub-monkeyb	ses-day308	rest	run-01	293361	750	0.26	750	0.26	occasional packet loss due to varying wireless conditions	0.002557	469	1.599	2.000	0.664	0.415	2.000	6	622.577	595.634	0.957
sub-monkeyb	ses-day310	rest	run-01	198047	670	0.34	670	0.34	occasional packet loss due to varying wireless conditions	0.003383	397	1.688	2.000	0.548	0.325	2.000	4	495.922	495.934	1.000
sub-monkeyb	ses-day314	rest	run-01	263313	1512	0.57	1512	0.57	occasional packet loss due to varying wireless conditions	0.005742	825	1.833	2.000	0.479	0.261	2.000	4	316.950	308.393	0.973
sub-monkeyb	ses-day318	sep	run-01	70727	259	0.37	259	0.37	occasional packet loss due to varying wireless conditions	0.003662	155	1.671	2.000	0.470	0.281	2.000	2	451.718	421.299	0.933
sub-monkeyb	ses-day318	sep	run-02	72477	182	0.25	182	0.25	occasional packet loss due to varying wireless conditions	0.002511	109	1.670	2.000	0.825	0.494	2.000	6	657.227	629.441	0.958
sub-monkeyb	ses-day324	rest	run-01	230405	1114	0.48	1114	0.48	occasional packet loss due to varying wireless conditions	0.004835	599	1.860	2.000	0.722	0.388	2.000	8	382.152	451.035	1.180
sub-monkeyb	ses-day329	rest	run-01	230229	578	0.25	578	0.25	occasional packet loss due to varying wireless conditions	0.002511	330	1.752	2.000	0.827	0.472	2.000	6	693.810	641.158	0.924
sub-monkeyb	ses-day336	rest	run-01	201587	680	0.34	680	0.34	occasional packet loss due to varying wireless conditions	0.003373	397	1.713	2.000	0.767	0.448	2.000	10	504.791	529.980	1.050
sub-monkeyb	ses-day336	listening	run-01	517113	2630	0.51	2630	0.51	occasional packet loss due to varying wireless conditions	0.005086	1199	2.193	2.000	8.416	3.837	2.000	264	428.736	436.158	1.017
sub-monkeyb	ses-day336	listening	run-02	510071	3115	0.61	3115	0.61	occasional packet loss due to varying wireless conditions	0.006107	1597	1.951	2.000	2.862	1.467	2.000	92	317.244	356.188	1.123
sub-monkeyb	ses-day336	listening	run-03	520777	1799	0.35	1799	0.35	occasional packet loss due to varying wireless conditions	0.003454	1085	1.658	2.000	0.558	0.337	2.000	8	477.880	448.035	0.938
sub-monkeyb	ses-day336	listening	run-04	503503	2197	0.44	2197	0.44	occasional packet loss due to varying wireless conditions	0.004363	1175	1.870	2.000	2.856	1.527	2.000	96	426.281	425.654	0.999
sub-monkeyb	ses-day338	rest	run-01	202327	728	0.36	728	0.36	occasional packet loss due to varying wireless conditions	0.003598	420	1.733	2.000	0.561	0.324	2.000	6	478.857	475.141	0.992
sub-monkeyb	ses-day343	rest	run-01	259255	887	0.34	887	0.34	occasional packet loss due to varying wireless conditions	0.003421	517	1.716	2.000	0.555	0.323	2.000	4	498.780	534.619	1.072
sub-monkeyb	ses-day343	rest	run-02	206073	2318	1.12	2318	1.12	occasional packet loss due to varying wireless conditions	0.011248	1195	1.940	2.000	0.455	0.235	2.000	8	170.364	169.687	0.996
sub-monkeyb	ses-day343	reaching	run-01	784243	4617	0.59	4617	0.59	occasional packet loss due to varying wireless conditions	0.005887	2525	1.829	2.000	0.434	0.237	2.000	4	308.641	317.252	1.028
sub-monkeyb	ses-day343	reaching	run-02	969437	8990	0.93	8990	0.93	occasional packet loss due to varying wireless conditions	0.009273	4731	1.900	2.000	0.424	0.223	2.000	8	202.969	207.771	1.024
sub-monkeyb	ses-day346	rest	run-01	223731	1504	0.67	1504	0.67	occasional packet loss due to varying wireless conditions	0.006722	796	1.889	2.000	0.591	0.313	2.000	8	278.829	332.351	1.192
sub-monkeyb	ses-day350	rest	run-01	204700	1194	0.58	1194	0.58	occasional packet loss due to varying wireless conditions	0.005833	649	1.840	2.000	0.439	0.239	2.000	4	313.086	375.375	1.199
sub-monkeyb	ses-day350	listening	run-01	512001	1827	0.36	1827	0.36	occasional packet loss due to varying wireless conditions	0.003568	984	1.857	2.000	3.550	1.912	2.000	110	517.943	578.322	1.117
sub-monkeyb	ses-day350	listening	run-02	509707	1588	0.31	1588	0.31	occasional packet loss due to varying wireless conditions	0.003116	892	1.780	2.000	1.691	0.950	2.000	46	569.002	530.727	0.933
sub-monkeyb	ses-day350	listening	run-03	513339	1771	0.34	1771	0.34	occasional packet loss due to varying wireless conditions	0.003450	936	1.892	2.000	2.610	1.379	2.000	66	545.964	583.271	1.068
sub-monkeyb	ses-day350	listening	run-04	505861	3900	0.77	3900	0.77	occasional packet loss due to varying wireless conditions	0.007710	1965	1.985	2.000	1.158	0.584	2.000	44	255.321	301.084	1.179
sub-monkeyb	ses-day350	reaching	run-01	1037857	4026	0.39	4026	0.39	occasional packet loss due to varying wireless conditions	0.003879	2325	1.732	2.000	0.489	0.283	2.000	6	444.467	438.922	0.988
sub-monkeyb	ses-day350	reaching	run-02	1052880	4633	0.44	4633	0.44	occasional packet loss due to varying wireless conditions	0.004400	2566	1.806	2.000	2.387	1.322	2.000	118	408.355	445.835	1.092
sub-monkeyb	ses-day351	sep	run-01	76757	672	0.88	672	0.88	occasional packet loss due to varying wireless conditions	0.008755	353	1.904	2.000	0.565	0.297	2.000	6	214.929	228.535	1.063
sub-monkeyb	ses-day351	sep	run-02	75065	446	0.59	446	0.59	occasional packet loss due to varying wireless conditions	0.005942	240	1.858	2.000	0.596	0.321	2.000	6	309.622	409.932	1.324
sub-monkeyb	ses-day359	rest	run-01	307579	2065	0.67	2065	0.67	occasional packet loss due to varying wireless conditions	0.006714	1055	1.957	2.000	0.671	0.343	2.000	6	289.312	395.886	1.368
sub-monkeyb	ses-day359	reaching	run-01	958539	1892	0.20	1892	0.20	occasional packet loss due to varying wireless conditions	0.001974	1251	1.512	1.000	0.663	0.439	2.000	6	764.095	640.644	0.838
sub-monkeyb	ses-day359	reaching	run-02	855771	4246	0.50	4246	0.50	occasional packet loss due to varying wireless conditions	0.004962	2393	1.774	2.000	0.539	0.304	2.000	6	355.691	346.824	0.975
sub-monkeyb	ses-day363	rest	run-01	200639	1064	0.53	1064	0.53	occasional packet loss due to varying wireless conditions	0.005303	602	1.767	2.000	0.438	0.248	2.000	4	330.970	338.274	1.022
sub-monkeyb	ses-day363	listening	run-01	503931	6048	1.20	6048	1.20	occasional packet loss due to varying wireless conditions	0.012002	2834	2.134	2.000	6.492	3.042	2.000	344	175.620	312.975	1.782
sub-monkeyb	ses-day363	listening	run-02	499669	3297	0.66	3297	0.66	occasional packet loss due to varying wireless conditions	0.006598	1783	1.849	2.000	0.412	0.223	2.000	4	278.235	281.502	1.012
sub-monkeyb	ses-day363	listening	run-03	494139	3576	0.72	3576	0.72	occasional packet loss due to varying wireless conditions	0.007237	1935	1.848	2.000	0.379	0.205	2.000	4	253.390	251.184	0.991
sub-monkeyb	ses-day363	listening	run-04	479923	1980	0.41	1980	0.41	occasional packet loss due to varying wireless conditions	0.004126	1141	1.735	2.000	1.183	0.682	2.000	38	418.514	412.476	0.986
sub-monkeyb	ses-day366	rest	run-01	212627	697	0.33	697	0.33	occasional packet loss due to varying wireless conditions	0.003278	422	1.652	2.000	0.537	0.325	2.000	6	501.017	476.813	0.952
sub-monkeyb	ses-day366	reaching	run-01	992931	4830	0.49	4830	0.49	occasional packet loss due to varying wireless conditions	0.004864	2701	1.788	2.000	0.450	0.252	2.000	4	365.692	373.223	1.021
sub-monkeyb	ses-day366	reaching	run-02	1140879	4383	0.38	4383	0.38	occasional packet loss due to varying wireless conditions	0.003842	2502	1.752	2.000	0.657	0.375	2.000	22	454.054	448.514	0.988
sub-monkeyb	ses-day371	rest	run-01	194415	486	0.25	486	0.25	occasional packet loss due to varying wireless conditions	0.002500	318	1.528	2.000	0.499	0.327	2.000	2	607.928	533.430	0.877
sub-monkeyb	ses-day373	rest	run-01	197213	1861	0.94	1861	0.94	occasional packet loss due to varying wireless conditions	0.009436	946	1.967	2.000	0.629	0.320	2.000	6	206.285	302.356	1.466
sub-monkeyb	ses-day373	reaching	run-01	1125149	7978	0.71	7978	0.71	occasional packet loss due to varying wireless conditions	0.007091	4234	1.884	2.000	0.678	0.360	2.000	26	263.795	269.148	1.020
sub-monkeyb	ses-day373	reaching	run-02	1111087	3188	0.29	3188	0.29	occasional packet loss due to varying wireless conditions	0.002869	1881	1.695	2.000	0.670	0.395	2.000	6	588.682	616.928	1.048
sub-monkeyb	ses-day377	rest	run-01	201785	697	0.35	697	0.35	occasional packet loss due to varying wireless conditions	0.003454	406	1.717	2.000	0.633	0.368	2.000	6	494.074	483.719	0.979
sub-monkeyb	ses-day377	listening	run-01	466533	2160	0.46	2160	0.46	occasional packet loss due to varying wireless conditions	0.004630	1212	1.782	2.000	0.479	0.269	2.000	4	382.830	364.074	0.951
sub-monkeyb	ses-day377	listening	run-02	462291	4368	0.94	4368	0.94	occasional packet loss due to varying wireless conditions	0.009449	1982	2.204	2.000	4.387	1.991	2.000	182	230.924	293.409	1.271
sub-monkeyb	ses-day377	listening	run-03	461007	3774	0.82	3774	0.82	occasional packet loss due to varying wireless conditions	0.008186	1891	1.996	2.000	0.737	0.369	2.000	6	241.666	289.917	1.200
sub-monkeyb	ses-day377	listening	run-04	460889	3412	0.74	3412	0.74	occasional packet loss due to varying wireless conditions	0.007403	1537	2.220	2.000	3.990	1.797	2.000	104	297.449	363.634	1.223
sub-monkeyb	ses-day380	rest	run-01	209299	877	0.42	877	0.42	occasional packet loss due to varying wireless conditions	0.004190	495	1.772	2.000	0.668	0.377	2.000	6	420.206	485.300	1.155
sub-monkeyb	ses-day380	reaching	run-01	1040211	6661	0.64	6661	0.64	occasional packet loss due to varying wireless conditions	0.006404	3612	1.844	2.000	0.444	0.241	2.000	6	286.064	295.339	1.032
sub-monkeyb	ses-day380	reaching	run-02	1011187	3668	0.36	3668	0.36	occasional packet loss due to varying wireless conditions	0.003627	2125	1.726	2.000	0.498	0.288	2.000	6	473.904	436.527	0.921
sub-monkeyb	ses-day384	rest	run-01	210219	464	0.22	464	0.22	occasional packet loss due to varying wireless conditions	0.002207	290	1.600	2.000	0.603	0.377	2.000	4	720.808	673.848	0.935
sub-monkeyb	ses-day384	reaching	run-01	1143691	4405	0.39	4405	0.39	occasional packet loss due to varying wireless conditions	0.003852	2526	1.744	2.000	0.505	0.289	2.000	6	450.845	449.755	0.998
sub-monkeyb	ses-day384	reaching	run-02	1040397	5664	0.54	5664	0.54	occasional packet loss due to varying wireless conditions	0.005444	2991	1.894	2.000	0.723	0.382	2.000	10	345.833	412.880	1.194
sub-monkeyb	ses-day387	rest	run-01	181595	748	0.41	748	0.41	occasional packet loss due to varying wireless conditions	0.004119	420	1.781	2.000	0.585	0.329	2.000	4	429.565	375.733	0.875
sub-monkeyb	ses-day387	sep	run-01	81103	1359	1.68	1359	1.68	occasional packet loss due to varying wireless conditions	0.016756	626	2.171	2.000	0.847	0.390	4.000	10	127.183	259.386	2.039
sub-monkeyb	ses-day387	sep	run-02	81075	302	0.37	302	0.37	occasional packet loss due to varying wireless conditions	0.003725	170	1.776	2.000	0.592	0.333	2.000	4	472.357	573.073	1.213
sub-monkeyb	ses-day388	rest	run-01	195853	1633	0.83	1633	0.83	occasional packet loss due to varying wireless conditions	0.008338	807	2.024	2.000	3.777	1.867	2.000	108	240.371	275.431	1.146
sub-monkeyb	ses-day392	rest	run-01	230353	880	0.38	880	0.38	occasional packet loss due to varying wireless conditions	0.003820	511	1.722	2.000	0.473	0.275	2.000	4	448.189	402.300	0.898
sub-monkeyb	ses-day392	listening	run-01	497121	2472	0.50	2472	0.50	occasional packet loss due to varying wireless conditions	0.004973	1393	1.775	2.000	0.550	0.310	2.000	6	354.841	404.932	1.141
sub-monkeyb	ses-day392	listening	run-02	463181	3080	0.66	3080	0.66	occasional packet loss due to varying wireless conditions	0.006650	1486	2.073	2.000	1.950	0.941	2.000	20	309.416	355.542	1.149
sub-monkeyb	ses-day392	listening	run-03	457379	3138	0.69	3138	0.69	occasional packet loss due to varying wireless conditions	0.006861	1605	1.955	2.000	1.099	0.562	2.000	16	282.840	286.112	1.012
sub-monkeyb	ses-day392	listening	run-04	458919	2103	0.46	2103	0.46	occasional packet loss due to varying wireless conditions	0.004583	1142	1.842	2.000	0.674	0.366	2.000	6	399.664	493.105	1.234
sub-monkeyb	ses-day394	rest	run-01	187755	722	0.38	722	0.38	occasional packet loss due to varying wireless conditions	0.003845	412	1.752	2.000	0.636	0.363	2.000	8	452.864	429.586	0.949
sub-monkeyb	ses-day394	reaching	run-01	1185873	6621	0.56	6621	0.56	occasional packet loss due to varying wireless conditions	0.005583	3612	1.833	2.000	0.617	0.337	2.000	6	326.391	479.283	1.468
